Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Career1,Career2,Career3
B,B,C,A,D,D,A,D,A,B,B,C,Software Developer,Data Scientist,AI Engineer
A,B,A,B,A,A,B,B,B,B,C,D,Software Developer,Cloud Engineer,Backend Developer
A,B,B,D,C,D,D,A,D,B,B,D,Software Developer,Backend Developer,Cloud Engineer
A,A,C,A,B,C,C,D,C,A,B,A,Cloud Engineer,Cybersecurity,Backend Developer
B,D,C,D,D,D,C,B,A,D,A,B,UX Designer,AI Engineer,Data Scientist
D,B,A,A,D,B,D,C,C,A,B,D,Product Manager,Entrepreneur,UI/UX Designer
D,C,D,D,D,D,D,B,C,B,C,C,UI/UX Designer,Entrepreneur,Data Scientist
C,A,A,C,B,B,D,B,A,B,C,A,Researcher,AI Engineer,Data Scientist
D,B,A,D,D,D,A,C,A,D,A,D,Entrepreneur,Product Manager,UI/UX Designer
B,B,C,C,B,D,A,A,B,B,A,B,Software Developer,Data Scientist,AI Engineer
C,A,C,B,C,B,C,B,C,B,A,C,AI Engineer,Data Scientist,Researcher
A,B,A,C,B,B,B,A,B,D,B,C,Backend Developer,Software Developer,Cybersecurity
B,C,D,B,C,A,A,A,C,A,D,A,Data Scientist,AI Engineer,Software Developer
C,B,A,D,C,A,D,B,A,B,A,C,Software Developer,Researcher,Data Scientist
D,B,D,B,B,D,A,B,D,A,A,C,UI/UX Designer,Product Manager,Software Developer
C,A,C,B,A,C,B,D,D,B,A,B,Data Scientist,Researcher,AI Engineer
C,D,B,C,A,B,B,C,D,D,C,C,Researcher,UX Designer,Data Scientist
D,A,D,A,C,B,B,C,A,D,B,B,UI/UX Designer,Entrepreneur,Product Manager
B,B,C,D,B,D,D,D,B,A,C,C,Data Scientist,AI Engineer,Software Developer
A,C,C,B,C,B,C,D,B,D,D,C,Cloud Engineer,Cybersecurity,Backend Developer
D,B,A,D,C,C,D,A,D,B,A,B,Software Developer,UI/UX Designer,Product Manager
B,B,C,C,A,B,A,B,B,A,C,A,Software Developer,AI Engineer,Data Scientist
C,C,A,A,C,D,D,B,B,B,C,D,Data Scientist,Researcher,AI Engineer
C,C,A,B,B,C,C,D,C,B,A,B,Researcher,Data Scientist,AI Engineer
D,B,B,A,C,A,C,D,D,A,A,A,UI/UX Designer,Software Developer,Entrepreneur
D,B,A,C,D,C,A,B,C,D,D,B,UI/UX Designer,Entrepreneur,Product Manager
D,C,A,C,A,C,D,B,C,A,C,A,Product Manager,Data Scientist,Entrepreneur
B,C,A,D,A,D,B,D,D,C,A,B,Software Developer,Data Scientist,AI Engineer
D,C,D,B,C,D,C,C,B,C,B,C,Product Manager,Data Scientist,UI/UX Designer
D,A,C,B,B,C,A,B,B,A,C,C,Product Manager,Entrepreneur,UI/UX Designer
A,B,B,C,A,B,B,B,B,B,C,D,Software Developer,Cybersecurity,Cloud Engineer
C,A,A,D,A,D,D,B,C,B,D,A,AI Engineer,Researcher,Data Scientist
B,C,B,C,D,D,C,A,D,B,D,B,AI Engineer,Software Developer,Data Scientist
C,B,A,B,B,A,D,B,B,D,B,D,AI Engineer,Data Scientist,Researcher
B,B,D,D,C,C,C,D,B,B,B,D,Software Developer,AI Engineer,Data Scientist
A,D,C,A,B,B,C,D,D,D,B,A,Cloud Engineer,Backend Developer,UX Designer
B,A,D,D,C,D,B,A,A,D,B,B,AI Engineer,Data Scientist,Software Developer
A,D,A,C,C,A,A,C,B,B,C,B,Backend Developer,Cloud Engineer,Cybersecurity
A,A,A,A,B,C,B,C,B,D,D,D,Cybersecurity,Cloud Engineer,Backend Developer
C,C,C,A,D,B,A,D,D,B,A,A,Researcher,AI Engineer,Data Scientist
B,A,B,A,B,A,D,D,D,C,B,A,Data Scientist,Software Developer,AI Engineer
B,D,B,D,B,A,B,B,D,A,D,D,Software Developer,Data Scientist,UX Designer
A,D,A,B,D,C,C,D,B,D,A,D,Cybersecurity,Backend Developer,Cloud Engineer
C,A,D,D,B,C,B,B,B,B,B,A,Data Scientist,AI Engineer,Researcher
C,B,C,D,A,A,D,C,A,A,C,C,AI Engineer,Software Developer,Data Scientist
D,C,A,A,B,C,C,B,B,B,D,C,Entrepreneur,UI/UX Designer,Data Scientist
A,A,A,B,B,A,A,C,C,D,C,D,Cybersecurity,Cloud Engineer,Backend Developer
C,C,A,C,B,C,D,D,B,A,C,A,Researcher,AI Engineer,Data Scientist
C,C,B,A,D,D,B,B,B,A,A,D,Researcher,Data Scientist,AI Engineer
D,A,A,B,A,C,B,D,B,C,C,B,UI/UX Designer,Entrepreneur,Product Manager
D,B,A,D,B,B,C,B,A,C,B,B,Entrepreneur,Software Developer,UI/UX Designer
C,A,A,C,D,B,D,A,C,D,A,C,AI Engineer,Researcher,Data Scientist
C,D,A,A,A,B,C,B,B,C,D,D,Researcher,Data Scientist,AI Engineer
B,C,A,B,C,D,B,C,D,C,C,B,AI Engineer,Data Scientist,Software Developer
A,B,A,B,C,D,B,B,D,C,C,D,Cybersecurity,Cloud Engineer,Backend Developer
B,A,D,B,D,B,A,D,C,D,D,B,Data Scientist,AI Engineer,Software Developer
D,D,C,C,A,C,A,A,C,A,A,D,Entrepreneur,UX Designer,UI/UX Designer
B,C,D,A,D,C,A,D,C,B,D,D,AI Engineer,Data Scientist,Software Developer
B,C,B,A,B,D,C,A,B,A,A,B,Data Scientist,Software Developer,AI Engineer
B,C,B,D,B,C,B,D,A,D,C,A,Software Developer,Data Scientist,AI Engineer
D,D,D,D,C,D,A,C,D,D,D,B,Product Manager,Entrepreneur,UI/UX Designer
B,C,A,C,C,A,C,B,B,D,B,C,AI Engineer,Software Developer,Data Scientist
D,A,A,B,D,C,B,C,D,B,D,B,UI/UX Designer,Entrepreneur,Product Manager
A,B,D,A,C,A,A,A,D,A,C,C,Software Developer,Backend Developer,Cloud Engineer
D,A,B,A,A,D,D,A,A,A,D,D,Entrepreneur,UI/UX Designer,Product Manager
D,B,C,D,A,C,D,A,A,A,B,D,Entrepreneur,UI/UX Designer,Software Developer
A,B,C,D,B,D,B,A,B,D,B,D,Cybersecurity,Backend Developer,Software Developer
B,A,C,B,B,A,A,D,B,B,A,C,Data Scientist,AI Engineer,Software Developer
C,B,C,D,C,B,A,C,A,D,C,C,Researcher,Software Developer,Data Scientist
D,D,B,B,B,A,C,D,D,B,D,D,UX Designer,UI/UX Designer,Product Manager
C,B,C,C,C,A,C,D,D,C,D,C,Researcher,Software Developer,Data Scientist
C,B,D,B,D,C,B,B,C,D,C,A,Data Scientist,AI Engineer,Researcher
B,A,D,C,D,B,A,A,D,D,B,C,Software Developer,Data Scientist,AI Engineer
C,C,B,C,B,A,A,D,A,C,A,B,AI Engineer,Data Scientist,Researcher
C,D,B,D,A,A,C,D,C,B,B,A,UX Designer,AI Engineer,Data Scientist
B,D,C,A,A,A,C,B,B,B,D,B,AI Engineer,Software Developer,Data Scientist
C,D,A,C,D,C,A,B,C,D,B,C,Data Scientist,Researcher,AI Engineer
C,B,D,B,C,C,A,A,A,C,B,B,AI Engineer,Researcher,Software Developer
C,D,B,D,A,A,C,D,B,D,D,C,Researcher,AI Engineer,UX Designer
C,A,B,B,B,D,C,B,D,D,B,D,AI Engineer,Data Scientist,Researcher
C,D,B,C,C,B,B,B,C,D,D,A,UX Designer,Researcher,AI Engineer
B,C,A,D,C,A,C,B,D,D,D,B,AI Engineer,Software Developer,Data Scientist
B,A,C,D,B,D,B,A,B,C,C,D,Data Scientist,Software Developer,AI Engineer
D,A,A,A,C,C,A,A,B,B,D,B,Product Manager,Entrepreneur,UI/UX Designer
D,B,D,B,D,C,B,B,C,C,A,B,Software Developer,Product Manager,Entrepreneur
D,A,C,C,B,A,B,A,A,D,B,B,Product Manager,UI/UX Designer,Entrepreneur
C,B,A,A,D,D,B,A,C,A,A,B,Data Scientist,Researcher,AI Engineer
B,A,B,A,C,D,D,C,B,A,C,A,Software Developer,AI Engineer,Data Scientist
A,A,B,A,D,D,C,B,D,D,A,B,Cybersecurity,Cloud Engineer,Backend Developer
A,A,C,B,D,A,C,D,C,C,D,B,Backend Developer,Cloud Engineer,Cybersecurity
B,B,C,D,D,A,D,A,B,A,A,D,Data Scientist,Software Developer,AI Engineer
B,A,D,C,D,D,A,D,D,A,D,A,Software Developer,AI Engineer,Data Scientist
C,D,B,C,C,B,B,A,D,D,A,A,AI Engineer,Researcher,UX Designer
A,A,D,A,D,D,D,D,B,D,A,B,Cybersecurity,Cloud Engineer,Backend Developer
C,B,B,D,A,B,C,D,C,D,A,D,AI Engineer,Researcher,Software Developer
C,C,A,A,C,D,A,B,A,C,A,B,AI Engineer,Data Scientist,Researcher
B,A,B,B,D,B,D,B,C,D,A,B,AI Engineer,Data Scientist,Software Developer
B,C,A,D,B,A,C,A,D,C,D,D,Data Scientist,Software Developer,AI Engineer
B,D,C,B,D,D,B,C,D,B,D,A,Software Developer,AI Engineer,Data Scientist
A,A,D,C,B,D,C,D,C,D,B,B,Cybersecurity,Cloud Engineer,Backend Developer
A,A,B,C,A,D,C,D,B,C,C,D,Backend Developer,Cybersecurity,Cloud Engineer
D,D,C,C,C,A,D,B,B,D,A,C,Entrepreneur,Product Manager,UI/UX Designer
B,D,D,C,B,C,D,A,A,C,A,C,Data Scientist,AI Engineer,Software Developer
C,A,D,C,C,B,A,B,B,B,D,C,Data Scientist,Researcher,AI Engineer
D,D,D,D,B,C,B,D,B,B,A,A,UX Designer,Entrepreneur,UI/UX Designer
A,C,C,B,A,C,A,B,D,B,C,D,Cloud Engineer,Backend Developer,Cybersecurity
B,A,B,B,B,A,C,B,A,A,A,B,Data Scientist,Software Developer,AI Engineer
B,C,C,B,D,B,D,A,C,A,D,C,AI Engineer,Software Developer,Data Scientist
A,B,C,B,B,C,A,D,C,D,A,C,Cybersecurity,Backend Developer,Cloud Engineer
B,A,A,A,A,A,D,A,B,C,D,C,Data Scientist,AI Engineer,Software Developer
D,B,B,D,C,B,A,C,C,A,C,A,Product Manager,Software Developer,Entrepreneur
B,D,D,C,A,D,B,C,A,D,A,B,Data Scientist,Software Developer,UX Designer
C,B,B,D,C,B,D,D,C,D,D,D,Data Scientist,Software Developer,AI Engineer
B,C,C,A,A,A,C,B,A,C,B,A,Software Developer,Data Scientist,AI Engineer
B,A,B,C,A,B,C,C,B,C,D,C,Data Scientist,AI Engineer,Software Developer
D,C,D,C,A,D,A,C,C,C,D,A,Entrepreneur,Product Manager,UI/UX Designer
C,D,C,C,B,C,B,B,C,D,D,A,Researcher,UX Designer,AI Engineer
A,B,C,C,A,C,B,C,B,B,D,A,Software Developer,Cybersecurity,Backend Developer
A,D,B,C,A,D,B,D,A,D,A,A,Cloud Engineer,Backend Developer,Cybersecurity
B,A,B,A,A,A,A,A,A,A,D,B,AI Engineer,Software Developer,Data Scientist
B,D,A,B,D,D,C,B,C,C,A,C,Software Developer,Data Scientist,AI Engineer
B,B,A,C,C,D,A,B,A,C,B,B,AI Engineer,Software Developer,Data Scientist
A,B,A,B,A,C,D,A,C,C,A,D,Cybersecurity,Software Developer,Backend Developer
D,A,C,D,B,D,C,C,B,B,D,B,UI/UX Designer,Entrepreneur,Product Manager
B,D,D,A,D,B,B,A,A,B,C,A,UX Designer,Software Developer,Data Scientist
D,A,A,B,B,D,D,B,B,B,D,A,UI/UX Designer,Product Manager,Entrepreneur
D,D,C,A,A,A,C,D,B,A,C,D,UX Designer,UI/UX Designer,Product Manager
D,C,A,B,C,D,A,A,A,B,A,B,Product Manager,Entrepreneur,Data Scientist
B,C,B,B,B,A,C,A,D,D,B,C,Software Developer,AI Engineer,Data Scientist
A,B,B,C,A,C,B,C,D,D,A,D,Cybersecurity,Cloud Engineer,Backend Developer
C,B,B,C,C,C,C,A,D,B,B,D,Software Developer,AI Engineer,Researcher
A,D,D,D,A,A,D,A,C,D,C,B,Cloud Engineer,Cybersecurity,Backend Developer
A,B,A,D,C,D,D,D,D,D,B,C,Cybersecurity,Cloud Engineer,Backend Developer
D,D,D,B,A,D,A,C,B,A,B,B,Entrepreneur,UI/UX Designer,UX Designer
A,B,B,B,C,C,B,D,C,A,A,D,Software Developer,Cybersecurity,Backend Developer
A,C,B,A,D,B,C,A,C,B,C,A,Cloud Engineer,Backend Developer,Cybersecurity
C,C,D,A,A,A,A,D,A,B,B,B,AI Engineer,Researcher,Data Scientist
D,C,D,A,D,C,B,A,D,C,A,A,Entrepreneur,Data Scientist,UI/UX Designer
B,D,C,B,C,C,A,B,B,C,C,B,UX Designer,AI Engineer,Data Scientist
A,B,D,C,A,A,A,C,C,D,D,C,Cloud Engineer,Backend Developer,Software Developer
B,C,C,A,A,A,C,A,D,A,B,D,AI Engineer,Data Scientist,Software Developer
C,C,A,A,B,B,C,C,A,A,C,C,AI Engineer,Researcher,Data Scientist
C,B,A,D,B,C,B,A,D,D,A,D,Data Scientist,AI Engineer,Software Developer
B,D,D,D,D,D,A,B,D,B,C,D,AI Engineer,UX Designer,Software Developer
A,A,D,A,B,A,B,B,C,D,A,D,Cloud Engineer,Backend Developer,Cybersecurity
C,D,A,B,D,A,D,C,B,D,D,B,Researcher,Data Scientist,AI Engineer
D,B,C,D,D,C,C,C,A,A,B,A,UI/UX Designer,Entrepreneur,Software Developer
D,D,B,B,D,C,A,D,A,C,C,B,Product Manager,UX Designer,UI/UX Designer
A,A,B,C,B,C,C,A,C,C,D,D,Backend Developer,Cloud Engineer,Cybersecurity
B,D,D,A,D,C,B,B,A,C,D,A,Software Developer,Data Scientist,UX Designer
B,A,D,A,C,A,C,A,C,B,C,C,Data Scientist,AI Engineer,Software Developer
A,A,C,D,B,D,A,A,B,A,D,B,Cloud Engineer,Cybersecurity,Backend Developer
B,D,B,A,C,C,A,D,D,B,B,C,Data Scientist,UX Designer,Software Developer
A,C,C,B,B,A,C,C,A,B,B,B,Cybersecurity,Cloud Engineer,Data Scientist
B,B,C,D,D,C,B,C,D,B,A,A,Software Developer,Data Scientist,AI Engineer
C,C,C,B,D,A,B,C,A,D,C,A,AI Engineer,Data Scientist,Researcher
A,D,B,C,B,D,C,C,C,A,B,D,Cloud Engineer,UX Designer,Cybersecurity
C,B,D,D,D,C,B,A,D,B,A,C,Researcher,AI Engineer,Software Developer
B,C,A,C,B,A,D,A,B,A,A,B,Data Scientist,AI Engineer,Software Developer
C,D,D,A,B,D,D,D,A,B,D,D,AI Engineer,UX Designer,Researcher
C,C,C,C,A,D,C,C,A,B,A,D,AI Engineer,Data Scientist,Researcher
D,C,D,B,D,B,D,B,B,B,D,C,Data Scientist,Product Manager,Entrepreneur
A,B,D,C,D,C,D,B,D,D,C,A,Cybersecurity,Cloud Engineer,Backend Developer
A,C,D,C,D,C,C,C,B,B,C,B,Cloud Engineer,Cybersecurity,Backend Developer
C,A,A,C,C,A,B,A,A,B,B,B,AI Engineer,Data Scientist,Researcher
B,D,D,C,D,C,D,B,B,B,A,A,AI Engineer,Data Scientist,Software Developer
A,A,B,D,B,C,C,A,B,C,A,B,Cloud Engineer,Backend Developer,Cybersecurity
D,B,D,D,B,B,A,D,A,A,C,C,Entrepreneur,Product Manager,UI/UX Designer
D,B,B,D,B,B,D,B,D,C,B,B,Software Developer,Entrepreneur,Product Manager
B,B,B,B,D,D,D,B,A,B,B,A,Software Developer,Data Scientist,AI Engineer
B,D,D,C,D,D,B,A,B,D,A,B,Software Developer,AI Engineer,Data Scientist
A,A,A,D,A,C,B,C,C,D,B,B,Backend Developer,Cloud Engineer,Cybersecurity
A,C,D,B,A,D,A,D,D,B,C,B,Data Scientist,Backend Developer,Cybersecurity
A,C,A,C,D,D,B,D,D,C,D,D,Data Scientist,Cloud Engineer,Cybersecurity
A,B,A,A,B,C,B,D,C,A,C,B,Software Developer,Cloud Engineer,Cybersecurity
D,C,D,B,D,C,A,C,A,A,C,D,Product Manager,Entrepreneur,Data Scientist
A,C,B,C,C,A,A,B,C,A,A,C,Backend Developer,Data Scientist,Cybersecurity
B,C,A,B,C,D,B,C,A,A,A,A,Software Developer,AI Engineer,Data Scientist
A,B,C,C,D,C,D,A,C,D,D,D,Software Developer,Cybersecurity,Cloud Engineer
B,D,C,D,B,C,D,A,C,A,C,B,Software Developer,Data Scientist,AI Engineer
B,D,C,B,B,B,B,C,D,A,C,B,UX Designer,Data Scientist,Software Developer
A,B,B,C,D,C,B,C,D,A,D,A,Cybersecurity,Cloud Engineer,Software Developer
B,A,C,B,B,D,A,A,B,C,D,C,AI Engineer,Data Scientist,Software Developer
C,A,A,A,B,B,C,D,A,C,A,B,Researcher,Data Scientist,AI Engineer
A,B,C,C,B,C,C,B,B,B,B,B,Backend Developer,Cloud Engineer,Software Developer
B,C,C,D,A,D,B,C,D,A,D,B,Data Scientist,AI Engineer,Software Developer
C,D,A,B,B,A,D,A,D,C,D,C,Researcher,Data Scientist,UX Designer
A,D,C,D,D,D,B,D,B,A,B,C,Backend Developer,Cybersecurity,Cloud Engineer
C,C,A,B,B,A,A,B,D,A,B,C,Data Scientist,Researcher,AI Engineer
D,A,B,A,B,C,B,C,D,D,D,D,Entrepreneur,Product Manager,UI/UX Designer
B,C,B,C,B,A,A,A,A,C,B,C,AI Engineer,Data Scientist,Software Developer
D,C,D,B,A,A,D,D,B,A,C,D,UI/UX Designer,Entrepreneur,Data Scientist
B,B,A,A,A,D,D,D,D,B,D,D,Software Developer,Data Scientist,AI Engineer
C,A,C,C,D,A,C,A,B,B,C,D,Researcher,Data Scientist,AI Engineer
A,A,D,B,D,C,D,D,B,B,A,A,Cybersecurity,Cloud Engineer,Backend Developer
B,B,C,A,C,D,D,B,D,C,D,B,Data Scientist,AI Engineer,Software Developer
B,A,D,D,C,A,C,D,C,C,C,B,Data Scientist,AI Engineer,Software Developer
C,C,B,B,C,D,D,A,C,D,B,A,Researcher,Data Scientist,AI Engineer
A,C,C,A,A,D,D,A,B,D,C,C,Data Scientist,Backend Developer,Cloud Engineer
C,C,C,B,A,D,B,D,D,B,A,A,Data Scientist,AI Engineer,Researcher
D,B,B,C,C,D,C,B,D,A,D,B,Product Manager,Software Developer,Entrepreneur
C,C,D,A,D,A,A,B,A,C,D,C,Data Scientist,Researcher,AI Engineer
A,A,C,A,D,A,C,A,C,D,C,C,Cybersecurity,Cloud Engineer,Backend Developer
D,D,A,C,C,C,B,A,C,B,A,D,Product Manager,Entrepreneur,UX Designer
C,C,C,C,C,A,B,B,A,A,A,A,Researcher,AI Engineer,Data Scientist
C,D,C,C,D,D,B,B,C,B,A,D,Data Scientist,AI Engineer,Researcher
D,D,B,A,D,C,B,D,A,C,C,D,Entrepreneur,UI/UX Designer,UX Designer
A,A,D,B,B,D,C,C,A,B,D,B,Cloud Engineer,Backend Developer,Cybersecurity
C,C,C,A,D,A,A,A,A,A,C,C,Data Scientist,Researcher,AI Engineer
A,B,C,D,B,C,B,B,C,B,D,D,Cybersecurity,Cloud Engineer,Backend Developer
D,D,C,C,A,D,A,A,A,B,A,C,UX Designer,UI/UX Designer,Product Manager
C,A,B,B,A,B,A,A,D,A,A,D,Researcher,Data Scientist,AI Engineer
A,D,A,A,D,A,A,A,C,C,C,C,Backend Developer,Cloud Engineer,Cybersecurity
B,A,A,C,C,D,B,B,C,D,A,D,Data Scientist,AI Engineer,Software Developer
C,B,D,A,C,C,B,A,A,C,C,D,Data Scientist,AI Engineer,Researcher
A,D,C,B,D,B,D,B,C,B,D,B,Backend Developer,UX Designer,Cybersecurity
B,B,C,D,A,A,D,B,C,A,A,B,AI Engineer,Software Developer,Data Scientist
D,C,A,D,C,D,C,B,B,C,C,D,Product Manager,Entrepreneur,Data Scientist
C,D,C,B,A,D,A,A,B,D,B,D,Data Scientist,UX Designer,AI Engineer
A,D,D,A,D,D,C,C,D,A,B,A,Cloud Engineer,Cybersecurity,UX Designer
C,C,D,A,C,D,B,A,D,B,B,D,AI Engineer,Data Scientist,Researcher
A,C,C,B,A,B,D,A,A,D,A,A,Cybersecurity,Backend Developer,Cloud Engineer
A,A,C,C,B,B,C,C,A,C,B,C,Cloud Engineer,Cybersecurity,Backend Developer
A,C,C,D,D,B,A,A,A,C,D,C,Cloud Engineer,Data Scientist,Backend Developer
D,C,B,A,A,D,B,B,A,A,C,B,Entrepreneur,Data Scientist,UI/UX Designer
D,D,A,B,D,C,D,D,D,B,B,D,Entrepreneur,Product Manager,UX Designer
D,B,B,A,B,C,A,C,D,B,D,C,Entrepreneur,Software Developer,Product Manager
A,A,A,C,C,B,C,C,A,B,A,D,Backend Developer,Cybersecurity,Cloud Engineer
C,C,B,D,D,D,D,C,D,C,D,D,Researcher,AI Engineer,Data Scientist
B,D,B,D,C,C,B,B,A,B,A,C,UX Designer,Software Developer,AI Engineer
A,B,B,B,B,D,B,D,A,D,B,D,Backend Developer,Cloud Engineer,Software Developer
B,B,A,B,A,A,B,A,A,D,A,C,Software Developer,Data Scientist,AI Engineer
B,B,D,D,A,B,A,B,C,D,B,A,Data Scientist,Software Developer,AI Engineer
B,A,A,B,B,D,D,A,A,A,A,B,Data Scientist,AI Engineer,Software Developer
C,C,D,C,B,C,C,A,D,B,B,A,Data Scientist,AI Engineer,Researcher
D,C,D,A,C,A,A,A,D,C,A,C,Entrepreneur,Product Manager,UI/UX Designer
A,C,B,A,B,A,D,D,B,A,C,B,Data Scientist,Cybersecurity,Cloud Engineer
A,A,B,C,C,B,A,D,B,A,A,D,Cloud Engineer,Backend Developer,Cybersecurity
A,A,A,C,A,B,A,D,D,A,B,B,Cloud Engineer,Backend Developer,Cybersecurity
A,C,A,B,A,C,D,B,B,C,B,A,Cybersecurity,Backend Developer,Cloud Engineer
D,D,B,C,D,C,B,D,A,A,D,C,Product Manager,UX Designer,Entrepreneur
C,B,B,D,D,A,C,C,D,B,A,D,Researcher,Software Developer,AI Engineer
D,D,D,B,A,C,A,C,B,A,B,A,UX Designer,Product Manager,Entrepreneur
A,B,D,B,B,C,B,C,D,B,D,A,Cloud Engineer,Backend Developer,Software Developer
C,D,D,C,D,D,D,D,B,C,B,A,Data Scientist,Researcher,UX Designer
A,A,B,D,A,B,B,D,D,C,A,D,Cybersecurity,Cloud Engineer,Backend Developer
B,B,D,A,A,A,D,B,D,D,A,C,AI Engineer,Data Scientist,Software Developer
D,A,B,B,C,A,A,B,C,A,A,A,UI/UX Designer,Entrepreneur,Product Manager
A,B,D,B,D,B,D,A,C,B,A,D,Software Developer,Cloud Engineer,Cybersecurity
C,B,C,A,A,B,C,A,C,A,D,D,Data Scientist,AI Engineer,Software Developer
D,B,B,A,B,B,D,B,B,C,D,A,Product Manager,Software Developer,Entrepreneur
B,B,B,D,A,C,B,A,A,C,D,B,Data Scientist,AI Engineer,Software Developer
D,B,A,B,A,B,D,D,C,D,B,A,Product Manager,Software Developer,Entrepreneur
D,D,A,D,C,A,C,C,D,A,A,A,UX Designer,UI/UX Designer,Entrepreneur
C,C,D,C,C,C,C,B,B,C,B,D,Researcher,AI Engineer,Data Scientist
C,C,B,B,D,A,A,D,B,D,D,B,Researcher,Data Scientist,AI Engineer
C,C,A,D,A,A,A,B,B,C,C,C,Researcher,AI Engineer,Data Scientist
C,A,A,A,C,D,A,B,D,C,B,C,Researcher,AI Engineer,Data Scientist
A,C,D,A,C,B,C,A,D,B,A,A,Data Scientist,Backend Developer,Cloud Engineer
C,D,D,C,B,D,B,A,B,B,A,B,AI Engineer,Data Scientist,Researcher
C,A,A,D,C,C,D,A,C,B,C,A,Data Scientist,Researcher,AI Engineer
A,D,D,B,C,D,A,A,D,B,D,D,Cloud Engineer,UX Designer,Cybersecurity
C,B,C,C,B,D,D,B,B,A,A,A,AI Engineer,Data Scientist,Researcher
B,B,A,C,B,B,A,C,A,C,A,D,AI Engineer,Software Developer,Data Scientist
B,A,D,A,A,C,C,A,D,C,B,C,AI Engineer,Software Developer,Data Scientist
C,A,D,C,B,A,C,D,D,C,C,A,AI Engineer,Researcher,Data Scientist
D,D,A,C,B,B,B,D,B,B,C,C,UX Designer,UI/UX Designer,Product Manager
D,B,B,A,B,B,B,D,B,A,A,B,UI/UX Designer,Product Manager,Software Developer
D,A,C,B,A,A,A,C,C,A,C,D,Entrepreneur,Product Manager,UI/UX Designer
D,C,D,A,D,B,C,B,A,C,D,C,Data Scientist,UI/UX Designer,Entrepreneur
C,C,D,B,B,D,B,B,C,B,A,D,Researcher,AI Engineer,Data Scientist
D,A,A,B,B,B,D,C,B,D,A,C,Product Manager,UI/UX Designer,Entrepreneur
A,D,A,B,D,D,A,B,D,B,C,B,Cybersecurity,UX Designer,Cloud Engineer
D,D,A,A,B,C,C,B,A,A,C,C,Entrepreneur,UX Designer,UI/UX Designer
B,C,A,A,A,A,C,D,C,D,C,D,Software Developer,Data Scientist,AI Engineer
C,B,D,B,D,B,B,D,B,A,C,A,Software Developer,AI Engineer,Researcher
A,D,D,B,B,C,B,D,D,B,B,C,UX Designer,Cloud Engineer,Backend Developer
B,D,B,C,B,C,A,A,B,A,B,A,UX Designer,Software Developer,AI Engineer
A,B,D,C,C,D,C,B,A,A,A,B,Cloud Engineer,Software Developer,Backend Developer
C,D,D,D,C,D,C,B,B,C,D,D,UX Designer,Data Scientist,AI Engineer
B,C,C,D,B,C,D,C,B,D,B,A,AI Engineer,Data Scientist,Software Developer
B,D,A,C,C,D,D,A,A,C,D,B,Data Scientist,UX Designer,AI Engineer
D,C,D,D,A,C,B,D,D,B,A,B,Entrepreneur,Product Manager,UI/UX Designer
B,D,B,C,B,C,C,C,B,A,A,A,AI Engineer,Software Developer,UX Designer
C,A,B,A,C,A,A,A,C,D,A,D,Researcher,Data Scientist,AI Engineer
A,C,D,A,B,B,C,A,B,C,B,D,Backend Developer,Cybersecurity,Data Scientist
A,B,A,A,C,D,B,C,B,D,B,C,Cybersecurity,Cloud Engineer,Software Developer
C,B,B,A,A,B,A,D,C,A,B,D,AI Engineer,Researcher,Data Scientist
C,B,A,C,C,A,A,A,A,A,B,B,Data Scientist,Researcher,Software Developer
D,A,A,A,B,B,C,A,A,C,B,D,Product Manager,Entrepreneur,UI/UX Designer
C,A,A,D,B,B,C,A,B,D,C,C,Data Scientist,AI Engineer,Researcher
B,B,D,C,D,D,A,C,A,A,C,B,AI Engineer,Software Developer,Data Scientist
A,C,D,B,C,B,B,C,B,D,A,A,Cloud Engineer,Data Scientist,Backend Developer
B,B,B,B,B,B,B,A,C,D,A,A,AI Engineer,Software Developer,Data Scientist
B,B,D,B,A,C,B,D,A,C,A,A,Data Scientist,Software Developer,AI Engineer
C,B,B,A,B,D,A,D,C,A,B,B,Data Scientist,Researcher,Software Developer
C,B,B,C,D,A,D,C,D,B,D,A,Software Developer,Data Scientist,AI Engineer
A,D,B,B,B,C,D,C,D,C,A,A,Backend Developer,UX Designer,Cloud Engineer
D,C,B,B,A,C,B,C,C,B,C,D,Entrepreneur,UI/UX Designer,Product Manager
C,C,C,D,D,D,D,C,B,D,C,B,Data Scientist,AI Engineer,Researcher
C,D,A,D,C,D,C,C,A,B,D,B,Data Scientist,Researcher,AI Engineer
B,C,C,D,C,C,B,C,D,B,D,A,AI Engineer,Data Scientist,Software Developer
D,C,A,D,A,C,A,C,D,B,A,D,Product Manager,Entrepreneur,Data Scientist
D,B,A,A,A,B,D,D,D,A,B,D,Entrepreneur,UI/UX Designer,Software Developer
D,D,A,D,B,D,A,A,B,D,B,A,Entrepreneur,Product Manager,UI/UX Designer
A,D,C,B,D,D,D,B,A,B,C,A,UX Designer,Cloud Engineer,Cybersecurity
C,A,B,C,A,C,A,D,B,A,D,B,AI Engineer,Data Scientist,Researcher
D,D,C,B,D,A,A,D,D,A,D,D,Entrepreneur,UX Designer,UI/UX Designer
D,C,A,C,D,A,D,A,B,B,A,A,Entrepreneur,UI/UX Designer,Data Scientist
B,C,A,A,B,B,C,D,C,A,C,A,AI Engineer,Data Scientist,Software Developer
